BUSINESS_NAME,LICENCEE_NAME,LICENCE,CIVIC_ADDRESS,MAILING_ADDRESS,APPLICATION_DATE,APPROVED_DATE,LICENCE_STATE,RESIDENT_STATUS,IMBL,YEAR_OPENED,NAICS_CODE,NAICS_DESCRIPTION,NWID,PROPERTY_NUMBER,ObjectId
"GREGORI PLUMBING, HEATING & AIR CONDITIONING","GREGORI PLUMBING, HEATING & AIR CONDITIONING LTD",133461,"BUSINESS - OUT OF TOWN
",,20201001000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,748
 ST. JAMES NW SUITES LTD, ST. JAMES NW SUITES LTD,133587,"401 FIFTH ST
NEW WESTMINSTER BC  V3L 2X5",,20201001000000,20210112,APPROVED,RESIDENT,No,2020,531111,Lessors of residential buildings and dwellings (except social housing projects),,,749
"MELANIE SCHURR, RMT","SCHURR, MELANIE",133459,"603-625 FIFTH AVE
NEW WESTMINSTER BC  V3M 1X4",,20200929000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,750
THE GREEN SPHERE CO,"RAMASUBBU, ASHWIN KUMAR",133457,"M3-710 SEVENTH AVE
NEW WESTMINSTER BC  V3M 5V3",,20200925000000,20201117,APPROVED,RESIDENT,No,2020,41819,Other recyclable material merchant wholesalers,,,751
A5 CLEANING SERVICES,"MADDOCK, GWENDOLYN MARY
VELASCO, DENNIS MADRIAGA",133454,"644 COLUMBIA ST
NEW WESTMINSTER BC  V3M 1A9",,20200923000000,20201117,APPROVED,RESIDENT,No,2020,561722,Janitorial/Cleaning services (except window cleaning),,,752
HAPPY COIN LAUNDRY,"CALARA, WILMA C",133453,"430 E COLUMBIA ST
NEW WESTMINSTER BC  V3L 3W9",,20200923000000,20201127,APPROVED,RESIDENT,No,2020,81231,Coin-operated laundries and dry cleaners,,,753
FIRST DISTRICT MECHANICAL GROUP LTD,FIRST DISTRICT MECHANICAL GROUP LTD,133448,"BUSINESS - OUT OF TOWN
",,20200922000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,754
MRTAXES.CA,MRT VENTURES INC,133450,"212-713 COLUMBIA ST
NEW WESTMINSTER BC  V3M 1B2",,20200922000000,20201117,APPROVED,RESIDENT,No,2020,5412,"Accounting, tax preparation, bookkeeping and payroll services",,,755
HEALTHLAND CLINIC,HEALTHLAND CLINIC LTD,133443,"130-555 SIXTH ST
NEW WESTMINSTER BC  V3L 5H1",,20200921000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,756
HYGIEIA MOBILE MASSAGE THERAPY,HYGIEIA MOBILE MASSAGE THERAPY,133445,"130-555 SIXTH ST
NEW WESTMINSTER BC  V3L 5H1",,20200921000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,757
SWEETLEGS NEW WESTMINSTER WITH KATERINA,"TSANGARAKIS, ALEXIA K",133444,"314-316 CEDAR ST
NEW WESTMINSTER BC  V3L 3P1",,20200921000000,20201117,APPROVED,RESIDENT,No,2020,448,Retail trade / Clothing & clothing accessories stores,,,758
PHARMASAVE #275,PLAZA PHARMACY LTD,133455,"130-1005 COLUMBIA ST
NEW WESTMINSTER BC  V3M 6H5",,20200918000000,20201117,APPROVED,RESIDENT,No,2020,44611,Pharmacies and drug stores,,,759
SENIORS FIRST CARE SERVICES,"HIJMANS, MARCHELINE",133441,"1814 LONDON ST
NEW WESTMINSTER BC  V3M 3E3",,20200918000000,20201117,APPROVED,RESIDENT,No,2020,81219,Other personal care services,,,760
SUPNA BUILDERS LTD,SUPNA BUILDERS LTD,133440,"BUSINESS - OUT OF TOWN
",,20200917000000,20201117,APPROVED,NON-RESIDENT,No,2020,236110,Residential building construction (handyman),,,761
ORION ELECTRICAL SYSTEMS LTD,ORION ELECTRICAL SYSTEMS LTD,133437,"BUSINESS - OUT OF TOWN
",,20200915000000,20201117,APPROVED,NON-RESIDENT,No,2020,23821,Electrical contractors and other wiring installation contractors,,,762
NSDA ARCHITECTS,NSDA ARCHITECTS,133436,"BUSINESS - OUT OF TOWN
",,20200915000000,20201117,APPROVED,NON-RESIDENT,No,2020,54131,Architectural services,,,763
THE OLD BAVARIA HAUS,THE OLD BAVARIA HAUS RESTAURANT INC,133432,"233 SIXTH ST
NEW WESTMINSTER BC  V3L 3A5",,20200914000000,20201117,APPROVED,RESIDENT,No,2020,722511,Full-service restaurants,,,764
THE OLD BAVARIA HAUS,THE OLD BAVARIA HAUS RESTAURANT INC,133433,"233 SIXTH ST
NEW WESTMINSTER BC  V3L 3A5",,20200914000000,20201117,APPROVED,RESIDENT,No,2020,722511,Full-service restaurants,,,765
EAST TO WEST CONTRACTING,"PAKOZDI, ADAM",133435,"208 HUME ST
NEW WESTMINSTER BC  V3M 5N5",,20200914000000,20201117,APPROVED,RESIDENT,No,2020,236110,Residential building construction (handyman),,,766
ROYAL ANCHOR TATTOO,ROYAL ANCHOR TATTOO INC,133431,"207-332 COLUMBIA ST
NEW WESTMINSTER BC  V3L 1A6",,20200911000000,20201117,APPROVED,RESIDENT,No,2020,81299,All other personal services,,,767
PHARMASAVE HEALTH CENTER #020,577312 BRITISH COLUMBIA LTD,133428,"103-625 FIFTH AVE
NEW WESTMINSTER BC  V3M 1X4",,20200911000000,20201117,APPROVED,RESIDENT,No,2020,44611,Pharmacies and drug stores,,,768
CWH LAW CORPORATION,CWH LAW CORPORATION,133423,"10FL-900 QUAYSIDE DR
NEW WESTMINSTER BC  V3M 6G1",,20200910000000,20201204,APPROVED,RESIDENT,No,2020,5411,Legal services,,,769
WEST COAST ADR LAW CORPORATION,WEST COAST ADR LAW CORPORATION,133424,"10FL-900 QUAYSIDE DR
NEW WESTMINSTER BC  V3M 6G1",,20200910000000,20201117,APPROVED,RESIDENT,No,2020,5411,Legal services,,,770
KOZAK HOMEMADE UKRAINIAN FOOD,SOLODKO UKRAINIAN BAKERY INC.,133419,"444 SIXTH ST
NEW WESTMINSTER BC  V3L 3B3",,20200909000000,20201117,APPROVED,RESIDENT,No,2020,722511,Full-service restaurants,,,771
SKYLAND TOURS LTD,SKYLAND TOURS LTD,133417,"409-83 STAR CRES
NEW WESTMINSTER BC  V3M 6X8",,20200909000000,20201117,APPROVED,RESIDENT,No,2020,56152,Tour operators,,,772
CORNWALL COMFORT,"IRELAND, KATRINE",133420,"1005 CORNWALL ST
NEW WESTMINSTER BC  V3M 1S1",,20200909000000,20201117,APPROVED,RESIDENT,No,2020,721191,Bed and breakfast,,,773
SCOULAR PLUMBING & HEATING,"SCOULOR, BRANDON",133421,"211-5 K DE K CRT
NEW WESTMINSTER BC  V3M 6B6",,20200909000000,20201117,APPROVED,RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,774
IN STYLE HAIR STUDIO,"VIRAG, MONIKA
SZALOKI, CINTIA",133415,"7-825 MCBRIDE BLVD
NEW WESTMINSTER BC  V3L 5B5",,20200909000000,20201117,APPROVED,RESIDENT,No,2020,812115,Beauty salons,,,775
TOP SOLUTIONS,TOP SOLUTIONS SYSTEMS INTEGRATION LTD,133416,"BUSINESS - OUT OF TOWN
",,20200909000000,20201117,APPROVED,NON-RESIDENT,No,2020,23821,Electrical contractors and other wiring installation contractors,,,776
WILLOWDARK MUSIC,"HOGAN, DARRYL",133414,"102-211 TWELFTH ST
NEW WESTMINSTER BC  V3M 4H4",,20200909000000,20201117,APPROVED,RESIDENT,No,2020,511,Information & cultural industries / Publishing industries (except internet),,,777
ANTHEM DUNCAN DEVELOPMENTS LP,ANTHEM DUNCAN DEVELOPMENTS LP,133413,"488 FURNESS ST
NEW WESTMINSTER BC",,20200907000000,20201117,APPROVED,RESIDENT,No,2020,5312,Offices of real estate agents and brokers,,,778
CONSTRUCTION SQUARED,"KRYS, JEREMY
GIHON, JESSE",133412,"1503-833 AGNES ST
NEW WESTMINSTER BC  V3M 0B1",,20200907000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,779
CHARLES LAMADINE LITERARY ENTERPRISE,"LAMADINE, CHARLES D",133408,"833 THIRTEENTH ST
NEW WESTMINSTER BC  V3M 5Z7",,20200904000000,20201117,APPROVED,RESIDENT,No,2020,5111,"Newspaper, periodical, book and directory publishers",,,780
SIMON GRAHAM RMT,"GRAHAM, SIMON",133409,"140-815 FIRST ST
NEW WESTMINSTER BC  V3L 2H7",,20200904000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,781
PINCHIN LTD,PINCHIN LTD,133405,"BUSINESS - OUT OF TOWN
",,20200903000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,782
CENNCO MANAGEMENT & CONSULTING LTD,CENNCO MANAGEMENT & CONSULTING LTD,133406,"BUSINESS - OUT OF TOWN
",,20200903000000,20201117,APPROVED,NON-RESIDENT,No,2020,236220,Commercial and Institutional building construction,,,783
ARIES BEAUTIQUE SALON,"YOUNESI, MARYAM",133410,"635 COLUMBIA ST
NEW WESTMINSTER BC  V3M 1A7",,20200903000000,20201117,APPROVED,RESIDENT,No,2020,812115,Beauty salons,,,784
GENERAL PIPEWORKS CO,"SCHULTZ, CHRIS",133403,"BUSINESS - OUT OF TOWN
",,20200902000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,785
ROYAL ELECTRONICS TECHNOLOGY CENTER CORPORATION,ROYAL ELECTRONICS TECHNOLOGY CENTER CORPORATION,133404,"648 SIXTH ST
NEW WESTMINSTER BC  V3L 3C3",,20200902000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,786
AQUAFIRST PLUMBING AND HEATING INC,AQUAFIRST PLUMBING AND HEATING INC,133401,"BUSINESS - OUT OF TOWN
",,20200901000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,787
RUSLIB VANCOUVER RUSSIAN LIBRARY AND SPEAKING RUSSIAN CLUB,RUSLIB VANCOUVER RUSSIAN LIBRARY AND SPEAKING RUSSIAN CLUB,133407,"202-733 SIXTH ST
NEW WESTMINSTER BC  V3L 3C6",,20200901000000,20201117,APPROVED,RESIDENT,No,2020,8134,Civic and social organizations,,,788
PB GARDEN CARE,"BERGEN, PHILIP",133402,"BUSINESS - OUT OF TOWN
",,20200901000000,20201117,APPROVED,NON-RESIDENT,No,2020,56173,Landscaping services,,,789
MH PACIFIC MEDIA INC,MH PACIFIC MEDIA INC,133398,"946 LONDON PL
NEW WESTMINSTER BC  V3M 4Z6",,20200831000000,20201117,APPROVED,RESIDENT,No,2020,5112,Software publishers,,,790
MAZARINE LODGE,THE ELIZABETH FRY SOCIETY OF GREATER VANCOUVER,133396,"838 EWEN AVE
NEW WESTMINSTER BC  V3M 5C8",,20200831000000,20201217,APPROVED,RESIDENT,No,2020,8133,Social advocacy organizations,,,791
DR. MARK BIGDER,"BIGDER, MARK",133400,"311-301 E COLUMBIA ST
NEW WESTMINSTER BC  V3L 3W5",,20200831000000,20201117,APPROVED,RESIDENT,No,2020,6211,Offices of physicians,,,792
MOMENTA MARKETING AND CONSULTING,"EMBREE, ALEXANDER CHAD",133392,"705-65 FIRST ST
NEW WESTMINSTER BC  V3L 5K9",,20200828000000,20201117,APPROVED,RESIDENT,No,2020,5418,"Advertising, public relations, and related services",,,793
DAGG AND CO.,"DAGG, GEOFF",133389,"BUSINESS - OUT OF TOWN
",,20200828000000,20201117,APPROVED,NON-RESIDENT,No,2020,236110,Residential building construction (handyman),,,794
MUSIC BOX,MOTION & MUSIC PERFORMING ARTS INC.,133390,"630 CARNARVON ST
NEW WESTMINSTER BC  V3M 1E5",,20200828000000,20201117,APPROVED,RESIDENT,No,2020,61161,Fine arts schools,,,795
DRAGONFLAG FITNESS,"MOTOHASHI, SHERRI",133394,"101-340 GINGER DR
NEW WESTMINSTER BC  V3L 5L7",,20200828000000,20201117,APPROVED,RESIDENT,No,2020,61162,Athletic instruction,,,796
KIM SCOTT CONSULTING,"SCOTT, KIM",133393,"218-67 MINER ST
NEW WESTMINSTER BC  V3L 5N5",,20200828000000,20201117,APPROVED,RESIDENT,No,2020,5418,"Advertising, public relations, and related services",,,797
"WANG, QIZHONG","WANG, QIZHONG",133395,"332 ELEVENTH ST
NEW WESTMINSTER BC  V3M 4E2",,20200828000000,20201117,APPROVED,RESIDENT,No,2020,721191,Bed and breakfast,,,798
PAYLESS COIN LAUNDRY,PAYLESS LAUNDRY INC,133391,"802 TWENTIETH ST
NEW WESTMINSTER BC  V3M 4W6",,20200828000000,20201117,APPROVED,RESIDENT,No,2020,81231,Coin-operated laundries and dry cleaners,,,799
KALASH SWEETS & RESTAURANT,KALASH SWEETS & RESTAURANT LTD,133383,"102-1102 EWEN AVE
NEW WESTMINSTER BC  V3M 5E4",,20200827000000,20201117,APPROVED,RESIDENT,No,2020,722511,Full-service restaurants,,,800
SMART PRIME TECHNOLOGIES LTD,SMART PRIME TECHNOLOGIES LTD,133387,"1337 SALTER ST
NEW WESTMINSTER BC  V3M 0C8",,20200827000000,20201117,APPROVED,RESIDENT,Yes,2020,2389,Other specialty trade contractors,,,801
A PLUS PLUMBING LTD,A PLUS PLUMBING LTD,133386,"BUSINESS - OUT OF TOWN
",,20200827000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,802
SIMPSON CONTROLS LTD,SIMPSON CONTROLS LTD,133384,"BUSINESS - OUT OF TOWN
",,20200827000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,803
INLINE TRAFFIC SERVICES LTD,INLINE TRAFFIC SERVICES LTD,133385,"BUSINESS - OUT OF TOWN
",,20200827000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,804
OHANA WELLNESS AND YOGA,"RANFORD, KELLY",133381,"2608-271 FRANCIS WAY
NEW WESTMINSTER BC  V3L 0H2",,20200826000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,805
YUANFA CAPITAL,YUANFA CAPITAL INC,133382,"2103 EIGHTH AVE
NEW WESTMINSTER BC  V3M 2T7",,20200826000000,20201117,APPROVED,RESIDENT,No,2020,54161,Management consulting services,,,806
ONE TRACK JANITORIAL SERVICE,"MILLER, NANCY A",133378,"213-1030 FIFTH AVE
NEW WESTMINSTER BC  V3M 1Y5",,20200824000000,20201117,APPROVED,RESIDENT,Yes,2020,561722,Janitorial/Cleaning services (except window cleaning),,,807
"LITTLE, CHRISTY","LITTLE, CHRISTY",133380,"305-327 NINTH ST
NEW WESTMINSTER BC  V3M 3V8",,20200824000000,20201117,APPROVED,RESIDENT,No,2020,5415,Computer systems design and related services,,,808
INAIM BOXING,"INAIM, MOHAMMAD",133379,"1-2114 NINTH AVE
NEW WESTMINSTER BC  V3M 3G9",,20200824000000,20201117,APPROVED,RESIDENT,No,2020,61162,Athletic instruction,,,809
ONE TRACK JANITORIAL SERVICE,"MILLER, NANCY A",133377,"213-1030 FIFTH AVE
NEW WESTMINSTER BC  V3M 1Y5",,20200824000000,20201117,APPROVED,RESIDENT,No,2020,561722,Janitorial/Cleaning services (except window cleaning),,,810
"DREW WILSON, RMT","WILSON, DREW HOWARD",133375,"370-522 SEVENTH ST
NEW WESTMINSTER BC  V3M 5T5",,20200821000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,811
SILENT SCISSORS BARBER SHOP LTD,SILENT SCISSORS BARBER SHOP LTD,133376,"110-1132 EWEN AVE
NEW WESTMINSTER BC  V3M 5E4",,20200821000000,20201117,APPROVED,RESIDENT,No,2020,812115,Beauty salons,,,812
"BLASHCHUK, SERGEI","BLASHCHUK, SERGEI",133374,"BUSINESS - OUT OF TOWN
",,20200820000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,813
DAKASI BUBBLE TEA,PEI SI GROUP HOLDINGS INCORPORATED,133368,"406 SIXTH ST
NEW WESTMINSTER BC  V3L 3B2",,20200813000000,20201117,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,814
VISTA DENTAL LAB STUDIO LTD,VISTA DENTAL LAB STUDIO LTD,133370,"305-625 FIFTH AVE
NEW WESTMINSTER BC  V3M 1X4",,20200813000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,815
NANDO'S CHICKEN,JSG DHILLON (2020 LTD),133366,"T110-805 BOYD ST
NEW WESTMINSTER BC  V3M 5X2",,20200813000000,20210112,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,816
MAINTAIN RECOVERY,"GILFILLAN, RYAN",133373,"712 FIFTH ST
NEW WESTMINSTER BC  V3L 2Y3",,20200813000000,20201117,APPROVED,RESIDENT,No,2020,62133,Offices of mental health practitioners (except physicians),,,817
440 MOBILE BLASTING INC,440 MOBILE BLASTING INC,133369,"BUSINESS - OUT OF TOWN
",,20200813000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,818
NANDO'S CHICKEN,JSG DHILLON (2020 LTD),133365,"T110-805 BOYD ST
NEW WESTMINSTER BC  V3M 5X2",,20200813000000,20201209,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,819
ARCTIC DENTAL HYGIENE CLINIC,ARCTIC DENTAL HYGIENE INC,133367,"103-329 COLUMBIA ST
NEW WESTMINSTER BC  V3L 5T6",,20200813000000,20210112,APPROVED,RESIDENT,No,2020,6212,Offices of dentists,,,820
VILLA BUILDING MAINTENANCE,"AL-ASOO, ALIN",133363,"10-845 ROYAL AVE
NEW WESTMINSTER BC  V3M 1K2",,20200812000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,821
RAPS THRIFT STORE,REGIONAL ANIMAL PROTECTION SOCIETY,133364,"921 TWELFTH ST
NEW WESTMINSTER BC  V3M 4K7",,20200812000000,20201117,APPROVED,RESIDENT,No,2020,8133,Social advocacy organizations,,,822
HEARTS OF OAK CONTRACTING LTD,HEARTS OF OAK CONTRACTING LTD,133362,"21-30 CAPILANO WAY
NEW WESTMINSTER BC  V3L 5M3",,20200811000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,823
APRICOT MUSIC STUDIOS,"PEARCE, ASHLEY ERIN",133360,"B-630 CARNARVON ST
NEW WESTMINSTER BC  V3M 1E5",,20200810000000,20201117,APPROVED,RESIDENT,No,2020,5122,Sound recording industries,,,824
HLB COUNSELLING,"BERECZKI, HENG-ZI",133358,"405-720 CARNARVON ST
NEW WESTMINSTER BC  V3M 6S2",,20200807000000,20201117,APPROVED,RESIDENT,No,2020,62133,Offices of mental health practitioners (except physicians),,,825
VUK TRANSPORT LTD,VUK TRANSPORT LTD,133356,"202-404 ASH ST
NEW WESTMINSTER BC  V3M 3M9",,20200806000000,20201117,APPROVED,RESIDENT,No,2020,484,Transportation & warehousing / Truck transportation,,,826
PROSTAR PAINTING AND RESTORATION LTD,PROSTAR PAINTING AND RESTORATION LTD,133353,"BUSINESS - OUT OF TOWN
",,20200805000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,827
KARS KUSTOMS INC,KARS KUSTOMS INC,133355,"24-30 CAPILANO WAY
NEW WESTMINSTER BC  V3L 5M3",,20200805000000,20201117,APPROVED,RESIDENT,No,2020,4411,Automobile dealers,,,828
BRIDGES OF HOPE COUNSELLING,"LAM, LAI SHAN (PISA)",133351,"2-320 COLUMBIA ST
NEW WESTMINSTER BC  V3L 1A6",,20200805000000,20201117,APPROVED,RESIDENT,No,2020,62133,Offices of mental health practitioners (except physicians),,,829
SAPPERTON TOWN PANTRY,LCK ENTERPRISES LTD,133352,"496 E COLUMBIA ST
NEW WESTMINSTER BC  V3L 3X5",,20200805000000,20201117,APPROVED,RESIDENT,No,2020,445,Retail trade / Food & beverage stores,,,830
CPAP PROS,CPAP PROS ONLINE INC,133354,"405-625 FIFTH AVE
NEW WESTMINSTER BC  V3M 1X4",,20200805000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,831
JAIKS CONSULTING INC,JAIKS CONSULTING INC,133350,"1101-1 RENAISSANCE SQ
NEW WESTMINSTER BC  V3M 0B6",,20200804000000,20201117,APPROVED,RESIDENT,No,2020,5412,"Accounting, tax preparation, bookkeeping and payroll services",,,832
SMART PRIME TECHNOLOGIES LTD,SMART PRIME TECHNOLOGIES LTD,133349,"1337 SALTER ST
NEW WESTMINSTER BC  V3M 0C8",,20200731000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,833
SHORELINE ELECTRIC LTD,SHORELINE ELECTRIC LTD,133347,"BUSINESS - OUT OF TOWN
",,20200731000000,20201117,APPROVED,NON-RESIDENT,No,2020,23821,Electrical contractors and other wiring installation contractors,,,834
KOENIG SOLUTIONS LTD,KOENIG SOLUTIONS LTD,133345,"1608-271 FRANCIS WAY
NEW WESTMINSTER BC  V3L 0H2",,20200730000000,20201117,APPROVED,RESIDENT,No,2020,61142,Computer training,,,835
NATURALLY NIKKI SKINCARE,"GILL, NIKITAN KAUR",133342,"216-320 SALTER ST
NEW WESTMINSTER BC  V3M 0K3",,20200730000000,20201117,APPROVED,RESIDENT,No,2020,454,Retail trade / Non-store retailers,,,836
EXCELLENCE HOME RENOVATION LTD,EXCELLENCE HOME RENOVATION LTD,133339,"406 CANFOR AVE
NEW WESTMINSTER BC  V3L 5G2",,20200730000000,20201117,APPROVED,RESIDENT,No,2020,49319,Other warehousing and storage,,,837
RICHMOND SYSTEMS LIMITED,RICHMOND SYSTEMS LIMITED,133340,"103-304 COLUMBIA ST
NEW WESTMINSTER BC  V3L 1A6",,20200730000000,20201117,APPROVED,RESIDENT,No,2020,5415,Computer systems design and related services,,,838
GPM CIVIL CONTRACTING INC,GPM CIVIL CONTRACTING INC,133346,"BUSINESS - OUT OF TOWN
",,20200730000000,20201117,APPROVED,NON-RESIDENT,No,2020,2381,"Foundation, structure, and building exterior contractors",,,839
GARRETT LOG SERVICE LTD,GARRETT LOG SERVICE LTD,133341,"103-304 COLUMBIA ST
NEW WESTMINSTER BC  V3L 1A6",,20200730000000,20201117,APPROVED,RESIDENT,No,2020,113,"Agriculture, forestry, fishing & hunting / Forestry & logging",,,840
TON TON SUSHI RESTAURANT,1257283 BC LTD,133337,"546 SIXTH ST
NEW WESTMINSTER BC  V3L 3B5",,20200728000000,20201117,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,841
TON TON SUSHI RESTAURANT,1257283 BC LTD,133338,"546 SIXTH ST
NEW WESTMINSTER BC  V3L 3B5",,20200728000000,20210610,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,842
DC TREE SERVICES,DC TREE SERVICES LTD,133336,"BUSINESS - OUT OF TOWN
",,20200728000000,20201117,APPROVED,NON-RESIDENT,No,2020,56173,Landscaping services,,,843
EAST VAN AMUSEMENTS,PR PROPERTIES LTD,133335,"8-30 CAPILANO WAY
NEW WESTMINSTER BC  V3L 5M3",,20200728000000,20201117,APPROVED,RESIDENT,No,2020,71312,Amusement arcades,,,844
PRISMTECH GRAPHICS LIMITED,PRISMTECH GRAPHICS LIMITED,133334,"BUSINESS - OUT OF TOWN
",,20200727000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,845
JOHN B. COACHING,"BERECZKI, JOHN",133333,"405-720 CARNARVON ST
NEW WESTMINSTER BC  V3M 6S2",,20200727000000,20201117,APPROVED,RESIDENT,No,2020,62419,Other individual and family services,,,846
KINDER BOOKS,"LIEBBING, ANNE",133330,"101-810 QUAYSIDE DR
NEW WESTMINSTER BC  V3M 6B9",,20200723000000,20201117,APPROVED,RESIDENT,No,2020,4513,Book stores and news dealers,,,847
KICKSTART LAW,KICKSTART LAW CORPORATION,133331,"103-713 COLUMBIA ST
NEW WESTMINSTER BC  V3M 1B2",,20200723000000,20201117,APPROVED,RESIDENT,No,2020,5411,Legal services,,,848
AWAKEN COUNSELLING,"SPENCER, CHRISTOPHER
SPENCER, BIJAL",133329,"205-810 QUAYSIDE DR
NEW WESTMINSTER BC  V3M 6B9",,20200723000000,20201117,APPROVED,RESIDENT,No,2020,62133,Offices of mental health practitioners (except physicians),,,849
CAMPUS SUPPORT,VANCOUVER CAREER COLLEGE (BURNABY) INC,133322,"300-960 QUAYSIDE DR
NEW WESTMINSTER BC  V3M 6G2",,20200722000000,20201204,APPROVED,RESIDENT,No,2020,6117,Educational support services,,,850
PERSONAL TOUCH,"PURTON, SUSAN",133325,"308 PRINCESS ST
NEW WESTMINSTER BC  V3L 1V5",,20200722000000,20201117,APPROVED,RESIDENT,No,2020,453,Retail trade / Misc. store retailers,,,851
SEAWEST HARDWOOD FLOOR REFINISHING,"TJENSVOLD, CRAIG",133324,"BUSINESS - OUT OF TOWN
",,20200722000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,852
FESTA PARTY SUPPLIES INC,FESTA PARTY SUPPLIES INC,133323,"49-843 EWEN AVE
NEW WESTMINSTER BC  V3M 0K6",,20200722000000,20201117,APPROVED,RESIDENT,No,2020,81299,All other personal services,,,853
AB PRODUCTIONS,"BELZER, AMBER
ANDERSON, GREG",133326,"1401-814 ROYAL AVE
NEW WESTMINSTER BC  V3M 1J9",,20200722000000,20201117,APPROVED,RESIDENT,No,2020,711511,Independent visual artists and artisans,,,854
MILLER & CO CONCRETE SOLUTIONS INC.,MILLER & CO CONCRETE SOLUTIONS INC.,133320,"BUSINESS - OUT OF TOWN
",,20200721000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,855
PARMAR & SONS CONSTRUCTION LTD,PARMAR & SONS CONSTRUCTION LTD,133321,"202 BLACKMAN ST
NEW WESTMINSTER BC  V3L 2A7",,20200721000000,20201117,APPROVED,RESIDENT,No,2020,236110,Residential building construction (handyman),,,856
JOE19SVK-RENOVATION,"STRANANEK, JOZEF",133319,"BUSINESS - OUT OF TOWN
",,20200721000000,20201117,APPROVED,NON-RESIDENT,No,2020,236110,Residential building construction (handyman),,,857
SMOKES N STUFF CONVENIENCE STORE,1307529 B.C. LTD,133318,"33-800 MCBRIDE BLVD
NEW WESTMINSTER BC  V3L 2B8",,20200721000000,20201117,APPROVED,RESIDENT,No,2020,453,Retail trade / Misc. store retailers,,,858
PETER MUELLER RENOVATION,"MUELLER, PETER",133311,"110-1020 SIXTH AVE
NEW WESTMINSTER BC  V3M 2B8",,20200717000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,859
FIFTH ELEMENT CONSTRUCTION & RENOVATIONS LTD,FIFTH ELEMENT CONSTRUCTION & RENOVATIONS LTD,133309,"BUSINESS - OUT OF TOWN
",,20200717000000,20201117,APPROVED,NON-RESIDENT,No,2020,236110,Residential building construction (handyman),,,860
HURACAN AUTOMOTIVE,"VIRK, HARMEET
VIRK, DEVINDER PAL KAUR",133310,"13-816 BOYD ST
NEW WESTMINSTER BC  V3M 6N1",,20200717000000,20201125,APPROVED,RESIDENT,No,2020,8111,Automotive repair and maintenance,,,861
TOJA BUS ACCESSORIES INC,TOJA BUS ACCESSORIES INC,133317,"53 BRAID ST
NEW WESTMINSTER BC  V3L 3P2",,20200717000000,20201117,APPROVED,RESIDENT,No,2020,336,Manufacturing / Transportation equipment mfg.,,,862
TEN FIELDS HANDYMAN SERVICES,"KUHN, KEVIN",133306,"314-550 ROYAL AVE
NEW WESTMINSTER BC  V3L 5H9",,20200715000000,20201117,APPROVED,RESIDENT,Yes,2020,236110,Residential building construction (handyman),,,863
